   41   62    0   62    0    0    {0=sand}
   41  744    0   62    0    0
   23   62   41   62    0   41
   23  744   41   62    0   41
   23   62   64   62    0   64
   23  744   64   62    0   64
   41   62   87   62    0   87
   41  744   87   62    0   87
   41   62  128   62    0  128
   41  744  128   62    0  128
   32   62  169   62    0  169
   32  744  169   62    0  169
   23   62  201   62    0  201
   23  744  201   62    0  201
   32   62  224   62    0  224
   32  744  224   62    0  224
   50   62  256   62    0  256
   50  744  256   62    0  256
   32   62  306   62    0  306
   32  744  306   62    0  306
   14   62  338   62    0  338
   14  744  338   62    0  338
   32   62  352   62    0  352
   32  744  352   62    0  352
   41   62  384   62    0  384
   41  744  384   62    0  384
   32   62  425   62    0  425
   32  744  425   62    0  425
   23   62  457   62    0  457
   23  744  457   62    0  457
   32   62  480   62    0  480
   32  744  480   62    0  480
   32   62  512   62    0  512
   32  310  544   62    0  512
   32  744  512   62    0  512
   32  310  576   62    0  512
   32   62  544   62    0  544
   32  744  544   62    0  544
   32   62  576   62    0  576
   32  744  576   62    0  576
   41  124    0   62    0    0    {1=gras}
   41  372    0   62    0    0
   23  124   41   62    0   41
   23  372   41   62    0   41
   23  124   64   62    0   64
   23  372   64   62    0   64
   41  124   87   62    0   87
   41  372   87   62    0   87
   41  124  128   62    0  128
   41  372  128   62    0  128
   32  124  169   62    0  169
   32  372  169   62    0  169
   23  124  201   62    0  201
   23  372  201   62    0  201
   32  124  224   62    0  224
   32  372  224   62    0  224
   50  124  256   62    0  256
   50  372  256   62    0  256
   32  124  306   62    0  306
   32  372  306   62    0  306
   14  124  338   62    0  338
   14  372  338   62    0  338
   32  124  352   62    0  352
   32  372  352   62    0  352
   41  124  384   62    0  384
   41  372  384   62    0  384
   32  124  425   62    0  425
   32  372  425   62    0  425
   23  124  457   62    0  457
   23  372  457   62    0  457
   32  124  480   62    0  480
   32  372  480   62    0  480
   32  124  512   62    0  512
   32  372  512   62    0  512
   32  248  512   62    0  512
   32  310  512   62    0  512
   32  124  544   62    0  544
   32  372  544   62    0  544
   32  124  576   62    0  576
   32  372  576   62    0  576
   41  186    0   62    0    0    {2=Wasser & Übergang zu Strand}
   23  186   41   62    0   41
   23  186   64   62    0   64
   41  186   87   62    0   87
   41  186  128   62    0  128
   32  186  169   62    0  169
   23  186  201   62    0  201
   32  186  224   62    0  224
   50  186  256   62    0  256
   32  186  306   62    0  306
   14  186  338   62    0  338
   32  186  352   62    0  352
   41  186  384   62    0  384
   32  186  425   62    0  425
   23  186  457   62    0  457
   32  186  480   62    0  480
   32  186  512   62    0  512
   32  186  544   62    0  544
   32  186  576   62    0  576
   41  248    0   62    0    0    {4= Übergang Gras-Sand}
   23  248   41   62    0   41
   23  248   64   62    0   64
   41  248   87   62    0   87
   41  248  128   62    0  128
   32  248  169   62    0  169
   23  248  201   62    0  201
   32  248  224   62    0  224
   50  248  256   62    0  256
   50  310  256   62    0  256
   32  248  306   62    0  306
   32  310  306   62    0  306
   14  248  338   62    0  338
   14  310  338   62    0  338
   32  248  352   62    0  352
   32  310  352   62    0  352
   41  248  384   62    0  384
   32  248  425   62    0  425
   23  248  457   62    0  457
   32  248  480   62    0  480
   32  248  512   62    0  512
   32  248  544   62    0  544
   32  248  576   62    0  576
   41  496    0   62  558    0    {0=drahtgitter}
   23  496   41   62  558   41
   23  496   64   62  558   64
   41  496   87   62  558   87
   41  496  128   62  558  128
   32  496  169   62  558  169
   23  496  201   62  558  201
   32  496  224   62  558  224
   50  496  256   62  558  256
   32  496  306   62  558  306
   14  496  338   62  558  338
   32  496  352   62  558  352
   41  496  384   62  558  384
   32  496  425   62  558  425
   23  496  457   62  558  457
   32  496  480   62  558  480
   32  496  512   62  558  512
   32  496  544   62  558  544
   32  496  576   62  558  576

