  AnsichtFormkorrektur:array[TAnsichtart 0..18] of byte =
    0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
    1 2 3 0 5 6 7 4 9 10 11 8 13 14 15 12 16 18 17 
    2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 16 17 18 
    3 0 1 2 7 4 5 6 11 8 9 10 15 12 13 14 16 18 17
  AnsichtFlusskorrektur:array[TAnsichtart 0..GfxPosFluesseAnzahl-1] of Byte=
    0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 
    0 1 2 3 6 7 4 5 14 15 8 9 10 11 12 13 19 20 21 22 23 24 25 26 27 16 17 18 29 30 31 28 34 35 36 37 38 39 32 33 
    0 1 2 3 4 5 6 7 12 13 14 15 8 9 10 11 22 23 24 25 26 27 16 17 18 19 20 21 30 31 28 29 36 37 38 39 32 33 34 35 
    0 1 2 3 6 7 4 5 10 11 12 13 14 15 8 9 25 26 27 16 17 18 19 20 21 22 23 24 31 28 29 30 38 39 32 33 34 35 36 37
  AnsichtStrassenkorrektur:array[TAnsichtart 0..GfxPosStrasseAnzahl-1] of Byte=
    0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 
     24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 
    1 0 3 4 5 2 6 8 9 10 7 12 13 14 11 16 15 18 19 20 17 21 23 24 
     25 22 27 28 29 26 31 30 33 34 35 32 36 38 39 40 37 42 43 44 41 
    0 1 4 5 2 3 6 9 10 7 8 13 14 11 12 15 16 19 20 17 18 21 24 25 
     22 23 28 29 26 27 30 31 34 35 32 33 36 39 40 37 38 43 44 41 42 
    1 0 5 2 3 4 6 10 7 8 9 14 11 12 13 16 15 20 17 18 19 21 25 22 
     23 24 29 26 27 28 31 30 35 32 33 34 36 40 37 38 39 44 41 42 43
  AnsichtExtratabxkorrektur:array[TAnsichtart 0..1] of integer=
    0 1 -1 0 0 -1 1 0
  AnsichtExtratabykorrektur:array[TAnsichtart 0..1] of integer=
    1 0 0 1 -1 0 0 -1
  AnsichtSpaltenxKorrektur:array[TAnsichtart 0..1 0..19] of Integer=
    0 0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
     0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10
    10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19
     10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20
    23 22 22 21 21 20 20 19 19 18 18 17 17 16 16 15 15 14 14 13
     22 22 21 21 20 20 19 19 18 18 17 17 16 16 15 15 14 14 13 13
   13 12 12 11 11 10 10 9 9 8 8 7 7 6 6 5 5 4 4 3
   12 12 11 11 10 10 9 9 8 8 7 7 6 6 5 5 4 4 3 3
  AnsichtZeilenxKorrektur:array[TAnsichtart 0..1 0..Halbblockanzahly{26}] of Integer=
    0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
     0 0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13
    0 0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13
     0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13 -13
    0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13 -13
     0 0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13
    0 0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13
     0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
  AnsichtSpaltenyKorrektur:array[TAnsichtart 0..1 0..19] of Integer=
    0 0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9
     0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10
    -10 -9 -9 -8 -8 -7 -7 -6 -6 -5 -5 -4 -4 -3 -3 -2 -2 -1 -1 0
    -9 -9 -8 -8 -7 -7 -6 -6 -5 -5 -4 -4 -3 -3 -2 -2 -1 -1 0 0
    3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13
     4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
     13 13 12 12 11 11 10 10 9 9 8 8 7 7 6 6 5 5 4 4
     13 12 12 11 11 10 10 9 9 8 8 7 7 6 6 5 5 4 4 3
  AnsichtZeilenyKorrektur:array[TAnsichtart 0..1 0..Halbblockanzahly{26}] of Integer=
    0 0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13
     0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
    0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
     0 0 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13
     0 0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13
    0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13 -13
    0 0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13
     0 -1 -1 -2 -2 -3 -3 -4 -4 -5 -5 -6 -6 -7 -7 -8 -8 -9 -9 -10 -10 -11 -11 -12 -12 -13 -13
  gfxAuslastungszeigerpos:array [1..3,0..10,Tgfxhausposindex] of Integer=
              16   62  806  256  806  336  -16    0    0    0    0    0
                16   62  806  256  806  336  -16    0    0    0    0    0
                16   62  806  256  806  336  -16    0    0    0    0    0
                16   62  806  272  806  336  -16    0    0    0    0    0
                16   62  806  272  806  336  -16    0    0    0    0    0
                16   62  806  288  806  336  -16    0    0    0    0    0
                16   62  806  288  806  336  -16    0    0    0    0    0
                16   62  806  304  806  336  -16    0    0    0    0    0
                16   62  806  304  806  336  -16    0    0    0    0    0
                16   62  806  320  806  336  -16    0    0    0    0    0
                16   62  806  320  806  336  -16    0    0    0    0    0
               16   32  806  256  806  336  -16    0    0    0    0    0
                16   32  806  256  806  336  -16    0    0    0    0    0
                16   32  806  256  806  336  -16    0    0    0    0    0
                16   32  806  272  806  336  -16    0    0    0    0    0
                16   32  806  272  806  336  -16    0    0    0    0    0
                16   32  806  288  806  336  -16    0    0    0    0    0
                16   32  806  288  806  336  -16    0    0    0    0    0
                16   32  806  304  806  336  -16    0    0    0    0    0
                16   32  806  304  806  336  -16    0    0    0    0    0
                16   32  806  320  806  336  -16    0    0    0    0    0
                16   32  806  320  806  336  -16    0    0    0    0    0
               16   32  836  256  836  336  -16   30    0    0    0    0
                16   32  836  256  836  336  -16   30    0    0    0    0
                16   32  836  256  836  336  -16   30    0    0    0    0
                16   32  836  272  836  336  -16   30    0    0    0    0
                16   32  836  272  836  336  -16   30    0    0    0    0
                16   32  836  288  836  336  -16   30    0    0    0    0
                16   32  836  288  836  336  -16   30    0    0    0    0
                16   32  836  304  836  336  -16   30    0    0    0    0
                16   32  836  304  836  336  -16   30    0    0    0    0
                16   32  836  320  836  336  -16   30    0    0    0    0
                16   32  836  320  836  336  -16   30    0    0    0    0
  gfxspielerzeigerpos:array [1..3 1..MaxSpielerzahl Tgfxhausposindex] of Integer=
              16   62  310   16  310    0  -16    0    0    0    0    0
                16   62  310   32  310    0  -16    0    0    0    0    0
                16   62  310   48  310    0  -16    0    0    0    0    0
                16   62  310   64  310    0  -16    0    0    0    0    0
                16   62  310   80  310    0  -16    0    0    0    0    0
                16   62  310   96  310    0  -16    0    0    0    0    0
                16   62  310  112  310    0  -16    0    0    0    0    0
                16   62  310  128  310    0  -16    0    0    0    0    0
               16   32  310   16  310    0  -16    0    0    0    0    0
                16   32  310   32  310    0  -16    0    0    0    0    0
                16   32  310   48  310    0  -16    0    0    0    0    0
                16   32  310   64  310    0  -16    0    0    0    0    0
                16   32  310   80  310    0  -16    0    0    0    0    0
                16   32  310   96  310    0  -16    0    0    0    0    0
                16   32  310  112  310    0  -16    0    0    0    0    0
                16   32  310  128  310    0  -16    0    0    0    0    0
               16   32  340   16  340    0  -16   30    0    0    0    0
                16   32  340   32  340    0  -16   30    0    0    0    0
                16   32  340   48  340    0  -16   30    0    0    0    0
                16   32  340   64  340    0  -16   30    0    0    0    0
                16   32  340   80  340    0  -16   30    0    0    0    0
                16   32  340   96  340    0  -16   30    0    0    0    0
                16   32  340  112  340    0  -16   30    0    0    0    0
                16   32  340  128  340    0  -16   30    0    0    0    0

