  PressedLage: array[UEBesitzermapbutton..UESchliessenbutton,TFormraender] of Integer =
    0    0   31   31
   36    0   67   31
   72    0  103   31
  108    0  139   31
  144    0  175   31
  180    0  274   31
  Lage: array[TUEGroesse,TUebermapding,TFormraender] of Integer =
    0    0  420  347
    0    0  404   15
    0    0   15   15
  389    0  404   15
  405    0  420   15
  405   16  420  290
    0    0   15   15
    0   16   15  258
    0  259   15  274
    0   16  404  290
    0  291  420  347
    0    0  404   15
    0    0   15   15
   16    0  388   15
  389    0  404   15
   74   20  249   51
   74   20  105   51
  110   20  141   51
  146   20  177   51
  182   20  213   51
  218   20  249   51
  254   20  348   51
    0    0  289  261
    0    0  273   15
    0    0   15   15
  258    0  273   15
  274    0  289   15
  274   16  289  204
    0    0   15   15
    0   16   15  172
    0  173   15  188
    0   16  273  204
    0  205  289  261
    0    0  273   15
    0    0   15   15
   16    0  257   15
  258    0  273   15
    8   20  183   51
    8   20   39   51
   44   20   75   51
   80   20  111   51
  116   20  147   51
  152   20  183   51
  188   20  282   51



    0    0  440  345
    0    0   15   15
  243  293  321  311
  243  315  321  333
  352  315  430  333
  244  294  320  310
  244  316  320  332
  353  316  429  332
  244  294  320  310
  244  316  320  332
  353  316  429  332
   16    0  440   15
  140   16  295   36
  296   16  440   36
   10   37  139   52
   25   53  139   68
   25   69  139   84
   25   85  139  100
   25  101  139  116
   10  117  139  132
   25  133  139  148
   25  149  139  164
   25  165  139  180
   25  181  139  196
   10  197  139  212
   10  213  139  228
   10  229  139  244
   10  245  139  260
   10  265  139  280
   10  287   80  302
   10  303   80  318
  266   53  295   68
  266   69  295   84
  266   85  295  100
  266  101  295  116
  266  133  295  148
  266  149  295  164
  266  165  295  180
  266  181  295  196
  266  197  295  212
  266  213  295  228
  266  229  295  244
  266  245  295  260
  266  265  295  280
  411   53  440   68
  411   69  440   84
  411   85  440  100
  411  101  440  116
  411  133  440  148
  411  149  440  164
  411  165  440  180
  411  181  440  196
  411  197  440  212
  411  213  440  228
  411  229  440  244
  411  245  440  260
  411  265  440  280
  195  287  224  302
  195  303  224  318
  195  323  224  339
  140   53  262   68
  140   69  262   84
  140   85  262  100
  140  101  262  116
  140  133  262  148
  140  149  262  164
  140  165  262  180
  140  181  262  196
  140  197  262  212
  140  213  262  228
  140  229  262  244
  140  245  262  260
  140  265  262  280
  296   53  407   68
  296   69  407   84
  296   85  407  100
  296  101  407  116
  296  133  407  148
  296  149  407  164
  296  165  407  180
  296  181  407  196
  296  197  407  212
  296  213  407  228
  296  229  407  244
  296  245  407  260
  296  265  407  280
   90  287  191  302
   90  303  191  318
   90  323  191  339

