   14  100   19    0    0    0    0    0    0    0    5        {textsprite}
   15   11   11   13    0   13   25    0    0   +5    5        {leer}
   13   19   19   28    0   28   25   -2   +4    0    5        {leer}
   11   21   21   41    0   41   20    0    0    0    5        {leer}
   13   19   19   52    0   52    5   -9   +8    0    5        {leer}
   15   11   11   65    0   65    0    0    0   +3    5        {leer}
   13   19   19   80    0   80   12    0    0    0    5        {leer}
   11   21   21   93    0   93   -7    0    0    0    5        {leer}   {8}
   29   14   42    0   42   29    0    0    0    0    5        {pfeilanim}
   29   14   56    0   56   29    0    0    0    0    5        {pfeilanim}
   29   14   70    0   70   29    0    0    0    0    5        {pfeilanim}
   29   14   84    0   84   29    0    0    0    0    5        {pfeilanim}
   29   14   98    0   98   29    0    0    0    0    5        {pfeilanim}
   29   14  112    0  112   29    0    0    0    0    5        {pfeilanim}
   29   14  126    0  126   29    0    0    0    0    5        {pfeilanim}   {16}
   29   14  140    0  140   29    0    0    0    0    5        {pfeilanim}
   29   14  154    0  154   29    0    0    0    0    5        {pfeilanim}
   29   14  168    0  168   29    0    0    0    0    5        {pfeilanim}
   29   14  182    0  182   29    0    0    0    0    5        {pfeilanim}
   29   14  196    0  196   29    0    0    0    0    5        {pfeilanim}
   29   14  210    0  210   29    0    0    0    0    5        {pfeilanim}
   29   14  224    0  224   29    0    0    0    0    5        {pfeilanim}
   29   14  238    0  238   29    0    0    0    0    5        {pfeilanim}
   29   14  252    0  252   29    0    0    0    0    5        {pfeilanim}   {24}
   32   62    0    0   62    0    0    0    0    0   11        {tennis}
   32   62    0   32   62   32    0    0    0    0   11        {tennis}
   32   62    0   64   62   64    0    0    0    0   11        {tennis}
   32   62    0   96   62   96    0    0    0    0   11        {tennis}
   32   62    0  128   62  128    0    0    0    0   11        {tennis}
   32   62    0  160   62  160    0    0    0    0   11        {tennis}
   32   62    0  192   62  192    0    0    0    0   11        {tennis}
   32   62    0  224   62  224    0    0    0    0   11        {tennis}
   32   62    0  256   62  256    0    0    0    0   11        {tennis}
   32   62    0  288   62  288    0    0    0    0   11        {tennis}
   32   62    0  320   62  320    0    0    0    0   11        {tennisende}   {35}
   32   62  124    0  372    0    0    0    0    0   11        {hai}
   32   62  124   32  372    0    0    0    0    0   11        {hai}
   32   62  124   64  372    0    0    0    0    0   11        {hai}
   32   62  124   96  372    0    0    0    0    0   11        {hai}
   32   62  124  128  372    0    0    0    0    0   11        {hai}
   32   62  124  160  372    0    0    0    0    0   11        {hai}
   32   62  186    0  372    0    0    0    0    0   11        {hai}
   32   62  186   32  372    0    0    0    0    0   11        {hai}
   32   62  186   64  372    0    0    0    0    0   11        {hai}
   32   62  186   96  372    0    0    0    0    0   11        {hai}
   32   62  186  128  372    0    0    0    0    0   11        {hai}
   32   62  186  160  372    0    0    0    0    0   11        {hai}
    0   62  124  192  372    0    0    0    0    0   11        {haiende+walende}   {48}
   32   62  248    0  372    0    0    0    0    0   11        {wal}
   32   62  248   32  372    0    0    0    0    0   11        {wal}
   32   62  248   64  372    0    0    0    0    0   11        {wal}
   32   62  248   96  372    0    0    0    0    0   11        {wal}
   32   62  248  128  372    0    0    0    0    0   11        {wal}
   32   62  248  160  372    0    0    0    0    0   11        {wal}
   32   62  310    0  372    0    0    0    0    0   11        {wal}
   32   62  310   32  372   32    0    0    0    0   11        {wal}
   32   62  310   64  372   64    0    0    0    0   11        {wal}
   32   62  310   96  372   96    0    0    0    0   11        {wal}
   32   62  310  128  372  128    0    0    0    0   11        {wal}
   32   62  310  160  372  160    0    0    0    0   11        {wal}   {60}
   16   32   42   58   42   74    0    0    0    0    5        {baggeranim}
   16   32   74   58   74   74    0    0    0    0    5        {baggeranim}
   16   32  106   58  106   74    0    0    0    0    5        {baggeranim}
   16   32  138   58  138   74    0    0    0    0    5        {baggeranim}
   16   32  170   58  170   74    0    0    0    0    5        {baggeranim}
   16   32  202   58  202   74    0    0    0    0    5        {baggeranim}
   16   32  234   58  234   74    0    0    0    0    5        {baggeranim}
   16   32  266   58  266   74    0    0    0    0    5        {baggeranim}   {68}
   25   20   42   90   42  115    0    0    0    0    5        {bombe}
   25   20   62   90   62  115    0    0    0    0    5        {bombe}
   25   20   82   90   82  115    0    0    0    0    5        {bombe}
   25   20  102   90  102  115    0    0    0    0    5        {bombe}
   25   20  122   90  122  115    0    0    0    0    5        {bombe}
   25   20  142   90  142  115    0    0    0    0    5        {bombe}
   25   20  162   90  162  115    0    0    0    0    5        {bombe}
   25   20  182   90  182  115    0    0    0    0    5        {bombe}   {76}
   41   62  496    0  558    0    0    0    0    0    7        {drahtgitter}
   23   62  496   41  558   41    0    0    0    0    7
   23   62  496   64  558   64    0    0    0    0    7
   41   62  496   87  558   87    0    0    0    0    7
