   32  682  384   62  682  352  {BrÅcken hier nicht mehr in Betrieb}
   32  682  480   62  682  480
   32  682  320   62  682  320
   32  682  416   62  682  416
   32  620   64   62    0  512  {Geraden}
   32  620    0   62    0  512
   32  620   96   62    0  512
   32  620   32   62    0  512
   32  682  192   62    0  512  {Kurven}
   32  682   64   62    0  512
   32  682  224   62    0  512
   32  682   96   62    0  512
   32  682  256   62    0  512
   32  682  128   62    0  512
   32  682  288   62    0  512
   32  682  160   62    0  512
   41  620  416   62    0    0  {Bergabfluss}
   41  620  128   62    0    0
   41  620  256   62    0    0
   23  620  457   62    0   41
   23  620  169   62    0   41
   23  620  297   62    0   41
   23  620  480   62    0   64
   23  620  192   62    0   64
   23  620  320   62    0   64
   41  620  503   62    0   87
   41  620  215   62    0   87
   41  620  343   62    0   87
   41  620  544   62    0    0  {MÅndungen}
   23  620  585   62    0   41
   23  682    0   62    0   64
   41  682   23   62    0   87
   32  806    0   62    0  512   {Quellen}
   32  806   32   62    0  512
   32  806   64   62    0  512
   32  806   96   62    0  512
   32  806  128   62    0  512
   32  806  160   62    0  512
   32  806  192   62    0  512
   32  806  224   62    0  512



