Häuser:
     0    -1    -1    -1
     1    -1    -1    -1
     2    -1    -1    -1
    13    14    13    14
    15    16    15    16
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Hotels:
    54    -1    -1    -1
    53    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Gastronomie:
     3    -1    -1    -1
     4    -1    -1    -1
    19    -1    -1    -1
    20    -1    -1    -1
     5    -1    -1    -1
    25    -1    -1    -1
    71    -1    -1    -1
    61    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Shops:
    59    -1    -1    -1
    21    -1    -1    -1
    22    -1    -1    -1
    57    -1    -1    -1
    63    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Sport:
     6    -1    -1    -1
     7    -1    -1    -1
     9    -1    -1    -1
   109    -1    -1    -1
    58    -1    -1    -1
    64    -1    -1    -1
    65    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Freizeit:
    23    -1    -1    -1
    24    -1    -1    -1
    34    -1    -1    -1
    72    -1    -1    -1
    74    -1    -1    -1
    73    -1    -1    -1
    75    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Natur:
    12    -1    -1    -1
    76    -1    -1    -1
    87    -1    -1    -1
    77    -1    -1    -1
    78    -1    -1    -1
    79    -1    -1    -1
    80    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Strasse:
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Auto:
    10    -1    -1    -1
    26    -1    -1    -1
    27    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Flughafen:
    40    41    40    41
    42    43    42    43
    -1    -1    -1    -1    44    45    44    45
    -1    -1    -1    -1    46    47    46    47
    -1    -1    -1    -1    48    49    48    49
    -1    -1    -1    -1    50    51    50    51
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Hafen:
    88    89    90    91
    92    93    94    95
    96    97    98    99
    -1    -1    -1    -1   100   101   102   103
    -1    -1    -1    -1   104   105   106   107
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Energie:
    32    -1    -1    -1
    33    -1    -1    -1
    28    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
    -1    -1    -1    -1
Lage der Dinge:
    0    0  421  185
    0    0   15   15
   16    0  401   15
   16    2  401   16
   46   26   76   44
   47   27   72   40
   46  160   76  178
   47  161   72  174
   13   48  108  155
  115   47  250  140
  233  123  248  138
  115  143  250  156
  258   48  410  154
  262   50  300   64
  328   50  407   64
  305   50  327   64
  262   65  310   79
  311   65  350   79
  355   65  407   79
  262   80  407   93
  321   94  407  108
  280   94  320  108
  262  109  407  122
  262  123  353  137
  358  123  407  137
  262  138  310  152
  351  138  407  152
  315  138  350  152
  255  160  333  178
  256  161  332  177
  335  160  413  178
  336  161  412  177
    0    0  485  251
    0    0   15   15
   16    0  485   15
   16    2  485   16
   46   26   76   44
   47   27   72   40
   46  226   76  244
   47  227   72  240
   13   48  108  221
  115   47  314  206
  297  189  312  204
  115  209  314  223
  322   48  474  220
  326   50  364   64
  392   50  471   64
  369   50  391   64
  326   65  374   79
  375   65  414   79
  419   65  471   79
  326   80  471   93
  385   94  471  108
  344   94  384  108
  326  109  471  122
  326  123  417  137
  422  123  471  137
  326  138  374  152
  385  152  471  166
  344  152  384  166
  319  226  397  244
  320  227  396  243
  400  226  478  244
  401  227  477  243


